name,abilities,attack,base_egg_steps,base_happiness,base_total,capture_rate,classification,defense,experience_growth,height_m,hp,percentage_male,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,genderless
Illumise,"['Oblivious', 'Tinted Lens', 'Prankster']",47,3840,70,430,150,Firefly Pokémon,75,1640000,0.6,65,0.0,73,85,85,bug,None,17.7,3,0,0
Roselia,"['Natural Cure', 'Poison Point', 'Leaf Guard']",60,5120,70,400,150,Thorn Pokémon,45,1059860,0.3,50,50.0,100,80,65,grass,poison,2.0,3,0,0
Gulpin,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",43,5120,70,302,225,Stomach Pokémon,53,1640000,0.4,70,50.0,43,53,40,poison,None,10.3,3,0,0
Swalot,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",73,5120,70,467,75,Poison Bag Pokémon,83,1640000,1.7,100,50.0,73,83,55,poison,None,80.0,3,0,0
Carvanha,"['Rough Skin', 'Speed Boost']",90,5120,35,305,225,Savage Pokémon,20,1250000,0.8,45,50.0,65,20,65,water,dark,20.8,3,0,0
Sharpedo,"['Rough Skin', 'Speed Boost']",140,5120,35,560,60,Brutal Pokémon,70,1250000,1.8,70,50.0,110,65,105,water,dark,88.8,3,0,0
Wailmer,"['Water Veil', 'Oblivious', 'Pressure']",70,10240,70,400,125,Ball Whale Pokémon,35,1640000,2.0,130,50.0,70,35,60,water,None,130.0,3,0,0
Wailord,"['Water Veil', 'Oblivious', 'Pressure']",90,10240,70,500,60,Float Whale Pokémon,45,1640000,14.5,170,50.0,90,45,60,water,None,398.0,3,0,0
Numel,"['Oblivious', 'Simple', 'Own Tempo']",60,5120,70,305,255,Numb Pokémon,40,1000000,0.7,60,50.0,65,45,35,fire,ground,24.0,3,0,0
Camerupt,"['Magma Armor', 'Solid Rock', 'Anger Point']",120,5120,70,560,150,Eruption Pokémon,100,1000000,1.9,70,50.0,145,105,20,fire,ground,220.0,3,0,0
Torkoal,"['White Smoke', 'Drought', 'Shell Armor']",85,5120,70,470,90,Coal Pokémon,140,1000000,0.5,70,50.0,85,70,20,fire,None,80.4,3,0,0
Spoink,"['Thick Fat', 'Own Tempo', 'Gluttony']",25,5120,70,330,255,Bounce Pokémon,35,800000,0.7,60,50.0,70,80,60,psychic,None,30.6,3,0,0
Grumpig,"['Thick Fat', 'Own Tempo', 'Gluttony']",45,5120,70,470,60,Manipulate Pokémon,65,800000,0.9,80,50.0,90,110,80,psychic,None,71.5,3,0,0
Spinda,"['Own Tempo', 'Tangled Feet', 'Contrary']",60,3840,70,360,255,Spot Panda Pokémon,60,800000,1.1,60,50.0,60,60,60,normal,None,5.0,3,0,0
Trapinch,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",100,5120,70,290,255,Ant Pit Pokémon,45,1059860,0.7,45,50.0,45,45,10,ground,None,15.0,3,0,0
Vibrava,['Levitate'],70,5120,70,340,120,Vibration Pokémon,50,1059860,1.1,50,50.0,50,50,70,ground,dragon,15.3,3,0,0
Flygon,['Levitate'],100,5120,70,520,45,Mystic Pokémon,80,1059860,2.0,80,50.0,80,80,100,ground,dragon,82.0,3,0,0
Cacnea,"['Sand Veil', 'Water Absorb']",85,5120,35,335,190,Cactus Pokémon,40,1059860,0.4,50,50.0,85,40,35,grass,None,51.3,3,0,0
Cacturne,"['Sand Veil', 'Water Absorb']",115,5120,35,475,60,Scarecrow Pokémon,60,1059860,1.3,70,50.0,115,60,55,grass,dark,77.4,3,0,0
Swablu,"['Natural Cure', 'Cloud Nine']",40,5120,70,310,255,Cotton Bird Pokémon,60,600000,0.4,45,50.0,40,75,50,normal,flying,1.2,3,0,0
Altaria,"['Natural Cure', 'Cloud Nine']",110,5120,70,590,45,Humming Pokémon,110,600000,1.1,75,50.0,110,105,80,dragon,flying,20.6,3,0,0
Zangoose,"['Immunity', 'Toxic Boost']",115,5120,70,458,90,Cat Ferret Pokémon,60,600000,1.3,73,50.0,60,60,90,normal,None,40.3,3,0,0
Seviper,"['Shed Skin', 'Infiltrator']",100,5120,70,458,90,Fang Snake Pokémon,60,1640000,2.7,73,50.0,100,60,65,poison,None,52.5,3,0,0
Lunatone,['Levitate'],55,6400,70,460,45,Meteorite Pokémon,65,800000,1.0,90,None,95,85,70,rock,psychic,168.0,3,0,1
Solrock,['Levitate'],95,6400,70,460,45,Meteorite Pokémon,85,800000,1.2,90,None,55,65,70,rock,psychic,154.0,3,0,1
Barboach,"['Oblivious', 'Anticipation', 'Hydration']",48,5120,70,288,190,Whiskers Pokémon,43,1000000,0.4,50,50.0,46,41,60,water,ground,1.9,3,0,0
Whiscash,"['Oblivious', 'Anticipation', 'Hydration']",78,5120,70,468,75,Whiskers Pokémon,73,1000000,0.9,110,50.0,76,71,60,water,ground,23.6,3,0,0
Corphish,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",80,3840,70,308,205,Ruffian Pokémon,65,1640000,0.6,43,50.0,50,35,35,water,None,11.5,3,0,0
Crawdaunt,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",120,3840,70,468,155,Rogue Pokémon,85,1640000,1.1,63,50.0,90,55,55,water,dark,32.8,3,0,0
Baltoy,['Levitate'],40,5120,70,300,255,Clay Doll Pokémon,55,1000000,0.5,40,None,40,70,55,ground,psychic,21.5,3,0,1
Claydol,['Levitate'],70,5120,70,500,90,Clay Doll Pokémon,105,1000000,1.5,60,None,70,120,75,ground,psychic,108.0,3,0,1
Lileep,"['Suction Cups', 'Storm Drain']",41,7680,70,355,45,Sea Lily Pokémon,77,600000,1.0,66,88.1,61,87,23,rock,grass,23.8,3,0,0
Cradily,"['Suction Cups', 'Storm Drain']",81,7680,70,495,45,Barnacle Pokémon,97,600000,1.5,86,88.1,81,107,43,rock,grass,60.4,3,0,0
Anorith,"['Battle Armor', 'Swift Swim']",95,7680,70,355,45,Old Shrimp Pokémon,50,600000,0.7,45,88.1,40,50,75,rock,bug,12.5,3,0,0
Armaldo,"['Battle Armor', 'Swift Swim']",125,7680,70,495,45,Plate Pokémon,100,600000,1.5,75,88.1,70,80,45,rock,bug,68.2,3,0,0
Feebas,"['Swift Swim', 'Oblivious', 'Adaptability']",15,5120,70,200,255,Fish Pokémon,20,600000,0.6,20,50.0,10,55,80,water,None,7.4,3,0,0
Milotic,"['Marvel Scale', 'Competitive', 'Cute Charm']",60,5120,70,540,60,Tender Pokémon,79,600000,6.2,95,50.0,100,125,81,water,None,162.0,3,0,0
Castform,['Forecast'],70,6400,70,420,45,Weather Pokémon,70,1000000,0.3,70,50.0,70,70,70,normal,None,0.8,3,0,0
Kecleon,"['Color Change', 'Protean']",90,5120,70,440,200,Color Swap Pokémon,70,1059860,1.0,60,50.0,60,120,40,normal,None,22.0,3,0,0
Shuppet,"['Insomnia', 'Frisk', 'Cursed Body']",75,6400,35,295,225,Puppet Pokémon,35,800000,0.6,44,50.0,63,33,45,ghost,None,2.3,3,0,0
Banette,"['Insomnia', 'Frisk', 'Cursed Body']",165,6400,35,555,45,Marionette Pokémon,75,800000,1.1,64,50.0,93,83,75,ghost,None,12.5,3,0,0
Duskull,"['Levitate', 'Frisk']",40,6400,35,295,190,Requiem Pokémon,90,800000,0.8,20,50.0,30,90,25,ghost,None,15.0,3,0,0
Dusclops,"['Pressure', 'Frisk']",70,6400,35,455,90,Beckon Pokémon,130,800000,1.6,40,50.0,60,130,25,ghost,None,30.6,3,0,0
Tropius,"['Chlorophyll', 'Solar Power', 'Harvest']",68,6400,70,460,200,Fruit Pokémon,83,1250000,2.0,99,50.0,72,87,51,grass,flying,100.0,3,0,0
Chimecho,['Levitate'],50,6400,70,455,45,Wind Chime Pokémon,80,800000,0.6,75,50.0,95,90,65,psychic,None,1.0,3,0,0
Absol,"['Pressure', 'Super Luck', 'Justified']",150,6400,35,565,30,Disaster Pokémon,60,1059860,1.2,65,50.0,115,60,115,dark,None,47.0,3,0,0
Wynaut,"['Shadow Tag', 'Telepathy']",23,5120,70,260,125,Bright Pokémon,48,1000000,0.6,95,50.0,23,48,23,psychic,None,14.0,3,0,0
Snorunt,"['Inner Focus', 'Ice Body', 'Moody']",50,5120,70,300,190,Snow Hat Pokémon,50,1000000,0.7,50,50.0,50,50,50,ice,None,16.8,3,0,0
Glalie,"['Inner Focus', 'Ice Body', 'Moody']",120,5120,70,580,75,Face Pokémon,80,1000000,1.5,80,50.0,120,80,100,ice,None,256.5,3,0,0
Spheal,"['Thick Fat', 'Ice Body', 'Oblivious']",40,5120,70,290,255,Clap Pokémon,50,1059860,0.8,70,50.0,55,50,25,ice,water,39.5,3,0,0
Sealeo,"['Thick Fat', 'Ice Body', 'Oblivious']",60,5120,70,410,120,Ball Roll Pokémon,70,1059860,1.1,90,50.0,75,70,45,ice,water,87.6,3,0,0
Walrein,"['Thick Fat', 'Ice Body', 'Oblivious']",80,5120,70,530,45,Ice Break Pokémon,90,1059860,1.4,110,50.0,95,90,65,ice,water,150.6,3,0,0
Clamperl,"['Shell Armor', 'Rattled']",64,5120,70,345,255,Bivalve Pokémon,85,600000,0.4,35,50.0,74,55,32,water,None,52.5,3,0,0
Huntail,"['Swift Swim', 'Water Veil']",104,5120,70,485,60,Deep Sea Pokémon,105,600000,1.7,55,50.0,94,75,52,water,None,27.0,3,0,0
Gorebyss,"['Swift Swim', 'Hydration']",84,5120,70,485,60,South Sea Pokémon,105,600000,1.8,55,50.0,114,75,52,water,None,22.6,3,0,0
Relicanth,"['Swift Swim', 'Rock Head', 'Sturdy']",90,10240,70,485,25,Longevity Pokémon,130,1250000,1.0,100,88.1,45,65,55,water,rock,23.4,3,0,0
Luvdisc,"['Swift Swim', 'Hydration']",30,5120,70,330,225,Rendezvous Pokémon,55,800000,0.6,43,24.6,40,65,97,water,None,8.7,3,0,0
Bagon,"['Rock Head', 'Sheer Force']",75,10240,35,300,45,Rock Head Pokémon,60,1250000,0.6,45,50.0,40,30,50,dragon,None,42.1,3,0,0
Shelgon,"['Rock Head', 'Overcoat']",95,10240,35,420,45,Endurance Pokémon,100,1250000,1.1,65,50.0,60,50,50,dragon,None,110.5,3,0,0
Salamence,"['Intimidate', 'Moxie']",145,10240,35,700,45,Dragon Pokémon,130,1250000,1.5,95,50.0,120,90,120,dragon,flying,102.6,3,0,0
Beldum,"['Clear Body', 'Light Metal']",55,10240,35,300,3,Iron Ball Pokémon,80,1250000,0.6,40,None,35,60,30,steel,psychic,95.2,3,0,1
Metang,"['Clear Body', 'Light Metal']",75,10240,35,420,3,Iron Claw Pokémon,100,1250000,1.2,60,None,55,80,50,steel,psychic,202.5,3,0,1
Metagross,"['Clear Body', 'Light Metal']",145,10240,35,700,3,Iron Leg Pokémon,150,1250000,1.6,80,None,105,110,110,steel,psychic,550.0,3,0,1
Regirock,"['Clear Body', 'Sturdy']",100,20480,35,580,3,Rock Peak Pokémon,200,1250000,1.7,80,None,50,100,50,rock,None,230.0,3,1,1
Regice,"['Clear Body', 'Ice Body']",50,20480,35,580,3,Iceberg Pokémon,100,1250000,1.8,80,None,100,200,50,ice,None,175.0,3,1,1
Registeel,"['Clear Body', 'Light Metal']",75,20480,35,580,3,Iron Pokémon,150,1250000,1.9,80,None,75,150,50,steel,None,205.0,3,1,1
Latias,['Levitate'],100,30720,90,700,3,Eon Pokémon,120,1250000,1.4,80,0.0,140,150,110,dragon,psychic,40.0,3,1,0
Latios,['Levitate'],130,30720,90,700,3,Eon Pokémon,100,1250000,2.0,80,100.0,160,120,110,dragon,psychic,60.0,3,1,0
Kyogre,['Drizzle'],150,30720,0,770,3,Sea Basin Pokémon,90,1250000,4.5,100,None,180,160,90,water,None,352.0,3,1,1
Groudon,['Drought'],180,30720,0,770,3,Continent Pokémon,160,1250000,3.5,100,None,150,90,90,ground,None,950.0,3,1,1
Rayquaza,['Air Lock'],180,30720,0,780,45,Sky High Pokémon,100,1250000,7.0,105,None,180,100,115,dragon,flying,206.5,3,1,1
Jirachi,['Serene Grace'],100,30720,100,600,3,Wish Pokémon,100,1250000,0.3,100,None,100,100,100,steel,psychic,1.1,3,1,1
Deoxys,['Pressure'],95,30720,0,600,3,DNA Pokémon,90,1250000,1.7,50,None,95,90,180,psychic,None,60.8,3,1,1
Turtwig,"['Overgrow', 'Shell Armor']",68,5120,70,318,45,Tiny Leaf Pokémon,64,1059860,0.4,55,88.1,45,55,31,grass,None,10.2,4,0,0
Grotle,"['Overgrow', 'Shell Armor']",89,5120,70,405,45,Grove Pokémon,85,1059860,1.1,75,88.1,55,65,36,grass,None,97.0,4,0,0
Torterra,"['Overgrow', 'Shell Armor']",109,5120,70,525,45,Continent Pokémon,105,1059860,2.2,95,88.1,75,85,56,grass,ground,310.0,4,0,0
Chimchar,"['Blaze', 'Iron Fist']",58,5120,70,309,45,Chimp Pokémon,44,1059860,0.5,44,88.1,58,44,61,fire,None,6.2,4,0,0
Monferno,"['Blaze', 'Iron Fist']",78,5120,70,405,45,Playful Pokémon,52,1059860,0.9,64,88.1,78,52,81,fire,fighting,22.0,4,0,0
Infernape,"['Blaze', 'Iron Fist']",104,5120,70,534,45,Flame Pokémon,71,1059860,1.2,76,88.1,104,71,108,fire,fighting,55.0,4,0,0
Piplup,"['Torrent', 'Defiant']",51,5120,70,314,45,Penguin Pokémon,53,1059860,0.4,53,88.1,61,56,40,water,None,5.2,4,0,0
Prinplup,"['Torrent', 'Defiant']",66,5120,70,405,45,Penguin Pokémon,68,1059860,0.8,64,88.1,81,76,50,water,None,23.0,4,0,0
Empoleon,"['Torrent', 'Defiant']",86,5120,70,530,45,Emperor Pokémon,88,1059860,1.7,84,88.1,111,101,60,water,steel,84.5,4,0,0
Starly,"['Keen Eye', 'Reckless']",55,3840,70,245,255,Starling Pokémon,30,1059860,0.3,40,50.0,30,30,60,normal,flying,2.0,4,0,0
Staravia,"['Intimidate', 'Reckless']",75,3840,70,340,120,Starling Pokémon,50,1059860,0.6,55,50.0,40,40,80,normal,flying,15.5,4,0,0
Staraptor,"['Intimidate', 'Reckless']",120,3840,70,485,45,Predator Pokémon,70,1059860,1.2,85,50.0,50,60,100,normal,flying,24.9,4,0,0
Bidoof,"['Simple', 'Unaware', 'Moody']",45,3840,70,250,255,Plump Mouse Pokémon,40,1000000,0.5,59,50.0,35,40,31,normal,None,20.0,4,0,0
Bibarel,"['Simple', 'Unaware', 'Moody']",85,3840,70,410,127,Beaver Pokémon,60,1000000,1.0,79,50.0,55,60,71,normal,water,31.5,4,0,0
Kricketot,"['Shed Skin', 'Run Away']",25,3840,70,194,255,Cricket Pokémon,41,1059860,0.3,37,50.0,25,41,25,bug,None,2.2,4,0,0
Kricketune,"['Swarm', 'Technician']",85,3840,70,384,45,Cricket Pokémon,51,1059860,1.0,77,50.0,55,51,65,bug,None,25.5,4,0,0
Shinx,"['Rivalry', 'Intimidate', 'Guts']",65,5120,70,263,235,Flash Pokémon,34,1059860,0.5,45,50.0,40,34,45,electric,None,9.5,4,0,0
Luxio,"['Rivalry', 'Intimidate', 'Guts']",85,5120,100,363,120,Spark Pokémon,49,1059860,0.9,60,50.0,60,49,60,electric,None,30.5,4,0,0
Luxray,"['Rivalry', 'Intimidate', 'Guts']",120,5120,70,523,45,Gleam Eyes Pokémon,79,1059860,1.4,80,50.0,95,79,70,electric,None,42.0,4,0,0
Budew,"['Natural Cure', 'Poison Point', 'Leaf Guard']",30,5120,70,280,255,Bud Pokémon,35,1059860,0.2,40,50.0,50,70,55,grass,poison,1.2,4,0,0
Roserade,"['Natural Cure', 'Poison Point', 'Technician']",70,5120,70,515,75,Bouquet Pokémon,65,1059860,0.9,60,50.0,125,105,90,grass,poison,14.5,4,0,0
Cranidos,"['Mold Breaker', 'Sheer Force']",125,7680,70,350,45,Head Butt Pokémon,40,600000,0.9,67,88.1,30,30,58,rock,None,31.5,4,0,0
Rampardos,"['Mold Breaker', 'Sheer Force']",165,7680,70,495,45,Head Butt Pokémon,60,600000,1.6,97,88.1,65,50,58,rock,None,102.5,4,0,0
Shieldon,"['Sturdy', 'Soundproof']",42,7680,70,350,45,Shield Pokémon,118,600000,0.5,30,88.1,42,88,30,rock,steel,57.0,4,0,0
Bastiodon,"['Sturdy', 'Soundproof']",52,7680,70,495,45,Shield Pokémon,168,600000,1.3,60,88.1,47,138,30,rock,steel,149.5,4,0,0
Burmy,"['Shed Skin', 'Overcoat']",29,3840,70,224,120,Bagworm Pokémon,45,1000000,0.2,40,50.0,29,45,36,bug,None,3.4,4,0,0
Wormadam,"['Anticipation', 'Overcoat']",69,3840,70,424,45,Bagworm Pokémon,95,1000000,0.5,60,0.0,69,95,36,bug,grass,6.5,4,0,0
Mothim,"['Swarm', 'Tinted Lens']",94,3840,70,424,45,Moth Pokémon,50,1000000,0.9,70,100.0,94,50,66,bug,flying,23.3,4,0,0
Combee,"['Honey Gather', 'Hustle']",30,3840,70,244,120,Tiny Bee Pokémon,42,1059860,0.3,30,88.1,30,42,70,bug,flying,5.5,4,0,0
Vespiquen,"['Pressure', 'Unnerve']",80,3840,70,474,45,Beehive Pokémon,102,1059860,1.2,70,0.0,80,102,40,bug,flying,38.5,4,0,0
Pachirisu,"['Run Away', 'Pickup', 'Volt Absorb']",45,2560,100,405,200,EleSquirrel Pokémon,70,1000000,0.4,60,50.0,45,90,95,electric,None,3.9,4,0,0
Buizel,"['Swift Swim', 'Water Veil']",65,5120,70,330,190,Sea Weasel Pokémon,35,1000000,0.7,55,50.0,60,30,85,water,None,29.5,4,0,0
Floatzel,"['Swift Swim', 'Water Veil']",105,5120,70,495,75,Sea Weasel Pokémon,55,1000000,1.1,85,50.0,85,50,115,water,None,33.5,4,0,0
Cherubi,['Chlorophyll'],35,5120,70,275,190,Cherry Pokémon,45,1000000,0.4,45,50.0,62,53,35,grass,None,3.3,4,0,0
Cherrim,['Flower Gift'],60,5120,70,450,75,Blossom Pokémon,70,1000000,0.5,70,50.0,87,78,85,grass,None,9.3,4,0,0
Shellos,"['Sticky Hold', 'Storm Drain', 'Sand Force']",48,5120,70,325,190,Sea Slug Pokémon,48,1000000,0.3,76,50.0,57,62,34,water,None,6.3,4,0,0
Gastrodon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",83,5120,70,475,75,Sea Slug Pokémon,68,1000000,0.9,111,50.0,92,82,39,water,ground,29.9,4,0,0
Ambipom,"['Technician', 'Pickup', 'Skill Link']",100,5120,100,482,45,Long Tail Pokémon,66,800000,1.2,75,50.0,60,66,115,normal,None,20.3,4,0,0
Drifloon,"['Aftermath', 'Unburden', 'Flare Boost']",50,7680,70,348,125,Balloon Pokémon,34,1640000,0.4,90,50.0,60,44,70,ghost,flying,1.2,4,0,0
Drifblim,"['Aftermath', 'Unburden', 'Flare Boost']",80,7680,70,498,60,Blimp Pokémon,44,1640000,1.2,150,50.0,90,54,80,ghost,flying,15.0,4,0,0
Buneary,"['Run Away', 'Klutz', 'Limber']",66,5120,0,350,190,Rabbit Pokémon,44,1000000,0.4,55,50.0,44,56,85,normal,None,5.5,4,0,0
Lopunny,"['Cute Charm', 'Klutz', 'Limber']",136,5120,140,580,60,Rabbit Pokémon,94,1000000,1.2,65,50.0,54,96,135,normal,None,33.3,4,0,0
Mismagius,['Levitate'],60,6400,35,495,45,Magical Pokémon,60,800000,0.9,60,50.0,105,105,105,ghost,None,4.4,4,0,0
Honchkrow,"['Insomnia', 'Super Luck', 'Moxie']",125,5120,35,505,30,Big Boss Pokémon,52,1059860,0.9,100,50.0,105,52,71,dark,flying,27.3,4,0,0
Glameow,"['Limber', 'Own Tempo', 'Keen Eye']",55,5120,70,310,190,Catty Pokémon,42,800000,0.5,49,24.6,42,37,85,normal,None,3.9,4,0,0
Purugly,"['Thick Fat', 'Own Tempo', 'Defiant']",82,5120,70,452,75,Tiger Cat Pokémon,64,800000,1.0,71,24.6,64,59,112,normal,None,43.8,4,0,0
Chingling,['Levitate'],30,6400,70,285,120,Bell Pokémon,50,800000,0.2,45,50.0,65,50,45,psychic,None,0.6,4,0,0
Stunky,"['Stench', 'Aftermath', 'Keen Eye']",63,5120,70,329,225,Skunk Pokémon,47,1000000,0.4,63,50.0,41,41,74,poison,dark,19.2,4,0,0
Skuntank,"['Stench', 'Aftermath', 'Keen Eye']",93,5120,70,479,60,Skunk Pokémon,67,1000000,1.0,103,50.0,71,61,84,poison,dark,38.0,4,0,0
Bronzor,"['Levitate', 'Heatproof', 'Heavy Metal']",24,5120,70,300,255,Bronze Pokémon,86,1000000,0.5,57,None,24,86,23,steel,psychic,60.5,4,0,1
Bronzong,"['Levitate', 'Heatproof', 'Heavy Metal']",89,5120,70,500,90,Bronze Bell Pokémon,116,1000000,1.3,67,None,79,116,33,steel,psychic,187.0,4,0,1
Bonsly,"['Sturdy', 'Rock Head', 'Rattled']",80,5120,70,290,255,Bonsai Pokémon,95,1000000,0.5,50,50.0,10,45,10,rock,None,15.0,4,0,0
Mime Jr.,"['Soundproof', 'Filter', 'Technician']",25,6400,70,310,145,Mime Pokémon,45,1000000,0.6,20,50.0,70,90,60,psychic,fairy,13.0,4,0,0
Happiny,"['Natural Cure', 'Serene Grace', 'Friend Guard']",5,10240,140,220,130,Playhouse Pokémon,5,800000,0.6,100,0.0,15,65,30,normal,None,24.4,4,0,0
Chatot,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",65,5120,35,411,30,Music Note Pokémon,45,1059860,0.5,76,50.0,92,42,91,normal,flying,1.9,4,0,0
Spiritomb,"['Pressure', 'Infiltrator']",92,7680,70,485,100,Forbidden Pokémon,108,1000000,1.0,50,50.0,92,108,35,ghost,dark,108.0,4,0,0
Gible,"['Sand Veil', 'Rough Skin']",70,10240,70,300,45,Land Shark Pokémon,45,1250000,0.7,58,50.0,40,45,42,dragon,ground,20.5,4,0,0
Gabite,"['Sand Veil', 'Rough Skin']",90,10240,70,410,45,Cave Pokémon,65,1250000,1.4,68,50.0,50,55,82,dragon,ground,56.0,4,0,0
Garchomp,"['Sand Veil', 'Rough Skin']",170,10240,70,700,45,Mach Pokémon,115,1250000,1.9,108,50.0,120,95,92,dragon,ground,95.0,4,0,0
Munchlax,"['Pickup', 'Thick Fat', 'Gluttony']",85,10240,70,390,50,Big Eater Pokémon,40,1250000,0.6,135,88.1,40,85,5,normal,None,105.0,4,0,0
Riolu,"['Steadfast', 'Inner Focus', 'Prankster']",70,6400,70,285,75,Emanation Pokémon,40,1059860,0.7,40,88.1,35,40,60,fighting,None,20.2,4,0,0
Lucario,"['Steadfast', 'Inner Focus', 'Justified']",145,6400,70,625,45,Aura Pokémon,88,1059860,1.2,70,88.1,140,70,112,fighting,steel,54.0,4,0,0
Hippopotas,"['Sand Stream', 'Sand Force']",72,7680,70,330,140,Hippo Pokémon,78,1250000,0.8,68,50.0,38,42,32,ground,None,49.5,4,0,0
Hippowdon,"['Sand Stream', 'Sand Force']",112,7680,70,525,60,Heavyweight Pokémon,118,1250000,2.0,108,50.0,68,72,47,ground,None,300.0,4,0,0
Skorupi,"['Battle Armor', 'Sniper', 'Keen Eye']",50,5120,70,330,120,Scorpion Pokémon,90,1250000,0.8,40,50.0,30,55,65,poison,bug,12.0,4,0,0
Drapion,"['Battle Armor', 'Sniper', 'Keen Eye']",90,5120,70,500,45,Ogre Scorp Pokémon,110,1250000,1.3,70,50.0,60,75,95,poison,dark,61.5,4,0,0
Croagunk,"['Anticipation', 'Dry Skin', 'Poison Touch']",61,2560,100,300,140,Toxic Mouth Pokémon,40,1000000,0.7,48,50.0,61,40,50,poison,fighting,23.0,4,0,0
Toxicroak,"['Anticipation', 'Dry Skin', 'Poison Touch']",106,5120,70,490,75,Toxic Mouth Pokémon,65,1000000,1.3,83,50.0,86,65,85,poison,fighting,44.4,4,0,0
Carnivine,['Levitate'],100,6400,70,454,200,Bug Catcher Pokémon,72,1250000,1.4,74,50.0,90,72,46,grass,None,27.0,4,0,0
Finneon,"['Swift Swim', 'Storm Drain', 'Water Veil']",49,5120,70,330,190,Wing Fish Pokémon,56,600000,0.4,49,50.0,49,61,66,water,None,7.0,4,0,0
Lumineon,"['Swift Swim', 'Storm Drain', 'Water Veil']",69,5120,70,460,75,Neon Pokémon,76,600000,1.2,69,50.0,69,86,91,water,None,24.0,4,0,0
Mantyke,"['Swift Swim', 'Water Absorb', 'Water Veil']",20,6400,70,345,25,Kite Pokémon,50,1250000,1.0,45,50.0,60,120,50,water,flying,65.0,4,0,0
Snover,"['Snow Warning', 'Soundproof']",62,5120,70,334,120,Frosted Tree Pokémon,50,1250000,1.0,60,50.0,62,60,40,grass,ice,50.5,4,0,0
Abomasnow,"['Snow Warning', 'Soundproof']",132,5120,70,594,60,Frosted Tree Pokémon,105,1250000,2.2,90,50.0,132,105,30,grass,ice,135.5,4,0,0
Weavile,"['Pressure', 'Pickpocket']",120,5120,35,510,45,Sharp Claw Pokémon,65,1059860,1.1,70,50.0,45,85,125,dark,ice,34.0,4,0,0
Magnezone,"['Magnet Pull', 'Sturdy', 'Analytic']",70,5120,70,535,30,Magnet Area Pokémon,115,1000000,1.2,70,None,130,90,60,electric,steel,180.0,4,0,1
Lickilicky,"['Own Tempo', 'Oblivious', 'Cloud Nine']",85,5120,70,515,30,Licking Pokémon,95,1000000,1.7,110,50.0,80,95,50,normal,None,140.0,4,0,0
Rhyperior,"['Lightningrod', 'Solid Rock', 'Reckless']",140,5120,70,535,30,Drill Pokémon,130,1250000,2.4,115,50.0,55,55,40,ground,rock,282.8,4,0,0
Tangrowth,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100,5120,70,535,30,Vine Pokémon,125,1000000,2.0,100,50.0,110,50,50,grass,None,128.6,4,0,0
Electivire,"['Motor Drive', 'Vital Spirit']",123,6400,70,540,30,Thunderbolt Pokémon,67,1000000,1.8,75,75.4,95,85,95,electric,None,138.6,4,0,0
Magmortar,"['Flame Body', 'Vital Spirit']",95,6400,70,540,30,Blast Pokémon,67,1000000,1.6,75,75.4,125,95,83,fire,None,68.0,4,0,0
Togekiss,"['Hustle', 'Serene Grace', 'Super Luck']",50,2560,70,545,30,Jubilee Pokémon,95,800000,1.5,85,88.1,120,115,80,fairy,flying,38.0,4,0,0
Yanmega,"['Speed Boost', 'Tinted Lens', 'Frisk']",76,5120,70,515,30,Ogre Darner Pokémon,86,1000000,1.9,86,50.0,116,56,95,bug,flying,51.5,4,0,0
Leafeon,"['Leaf Guard', 'Chlorophyll']",110,8960,35,525,45,Verdant Pokémon,130,1000000,1.0,65,88.1,60,65,95,grass,None,25.5,4,0,0
Glaceon,"['Snow Cloak', 'Ice Body']",60,8960,35,525,45,Fresh Snow Pokémon,110,1000000,0.8,65,88.1,130,95,65,ice,None,25.9,4,0,0
Gliscor,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",95,5120,70,510,30,Fang Scorp Pokémon,125,1059860,2.0,75,50.0,45,75,95,ground,flying,42.5,4,0,0
Mamoswine,"['Oblivious', 'Snow Cloak', 'Thick Fat']",130,5120,70,530,50,Twin Tusk Pokémon,80,1250000,2.5,110,50.0,70,60,80,ice,ground,291.0,4,0,0
Porygon-Z,"['Adaptability', 'Download', 'Analytic']",80,5120,70,535,30,Virtual Pokémon,70,1000000,0.9,85,None,135,75,90,normal,None,34.0,4,0,1
Gallade,"['Steadfast', 'Justified']",165,5120,35,618,45,Blade Pokémon,95,1250000,1.6,68,100.0,65,115,110,psychic,fighting,52.0,4,0,0
Probopass,"['Sturdy', 'Magnet Pull', 'Sand Force']",55,5120,70,525,60,Compass Pokémon,145,1000000,1.4,60,50.0,75,150,40,rock,steel,340.0,4,0,0
Dusknoir,"['Pressure', 'Frisk']",100,6400,35,525,45,Gripper Pokémon,135,800000,2.2,45,50.0,65,135,45,ghost,None,106.6,4,0,0
